name	traceId	time	duration
reductionTest.reduceBlock	KHdNyEdG	1422467610186458	116067
reductionTest.reduceBlock	KHdNyEdG	1422467610186793	114988
reductionTest.reduceBlock	KHdNyEdG	1422467610187129	116370
reductionTest.reduceBlock	KHdNyEdG	1422467610187467	115233
reductionTest.reduceBlock	KHdNyEdG	1422467610187804	116637
reductionTest.reduceBlock	KHdNyEdG	1422467610188141	115812
reductionTest.reduceBlock	KHdNyEdG	1422467610188484	129782
reductionTest.reduceBlock	KHdNyEdG	1422467610188837	130075
reductionTest.reduceBlock	KHdNyEdG	1422467610189190	128347
reductionTest.reduceBlock	KHdNyEdG	1422467610189555	117724
reductionTest.reduceBlock	KHdNyEdG	1422467610189895	116487
reductionTest.reduceBlock	KHdNyEdG	1422467610190233	116314
reductionTest.reduceBlock	KHdNyEdG	1422467610190571	129387
reductionTest.reduceBlock	KHdNyEdG	1422467610190921	116106
reductionTest.reduceBlock	KHdNyEdG	1422467610191257	116743
reductionTest.reduceBlock	KHdNyEdG	1422467610191595	115611
reductionTest.reduceBlock	KHdNyEdG	1422467610191931	129795
reductionTest.reduceBlock	KHdNyEdG	1422467610192298	116066
reductionTest.reduceBlock	KHdNyEdG	1422467610192642	115732
reductionTest.reduceBlock	KHdNyEdG	1422467610193012	116694
reductionTest.reduceBlock	KHdNyEdG	1422467610193364	115299
reductionTest.reduceBlock	KHdNyEdG	1422467610193701	117032
reductionTest.reduceBlock	KHdNyEdG	1422467610194040	116031
reductionTest.reduceBlock	KHdNyEdG	1422467610194390	116700
reductionTest.reduceBlock	KHdNyEdG	1422467610194739	116543
reductionTest.reduceBlock	KHdNyEdG	1422467610195076	115941
reductionTest.reduceBlock	KHdNyEdG	1422467610195426	117047
reductionTest.reduceBlock	KHdNyEdG	1422467610195776	130003
reductionTest.reduceBlock	KHdNyEdG	1422467610196129	116556
reductionTest.reduceBlock	KHdNyEdG	1422467610196494	115894
reductionTest.reduceBlock	KHdNyEdG	1422467610196836	116775
reductionTest.reduceBlock	KHdNyEdG	1422467610197175	130593
reductionTest.reduceBlock	KHdNyEdG	1422467610197528	116416
reductionTest.reduceBlock	KHdNyEdG	1422467610197887	116783
reductionTest.reduceBlock	KHdNyEdG	1422467610198224	114872
reductionTest.reduceBlock	KHdNyEdG	1422467610198560	116316
reductionTest.reduceBlock	KHdNyEdG	1422467610198895	130848
reductionTest.reduceBlock	KHdNyEdG	1422467610199248	115974
reductionTest.reduceBlock	KHdNyEdG	1422467610199586	116580
reductionTest.reduceBlock	KHdNyEdG	1422467610199931	128573
reductionTest.reduceBlock	KHdNyEdG	1422467610200282	130994
reductionTest.reduceBlock	KHdNyEdG	1422467610200645	130064
reductionTest.reduceBlock	KHdNyEdG	1422467610200997	115444
reductionTest.reduceBlock	KHdNyEdG	1422467610201332	116263
reductionTest.reduceBlock	KHdNyEdG	1422467610201668	129333
reductionTest.reduceBlock	KHdNyEdG	1422467610202019	115673
reductionTest.reduceBlock	KHdNyEdG	1422467610202370	116397
reductionTest.reduceBlock	KHdNyEdG	1422467610202708	115431
reductionTest.reduceBlock	KHdNyEdG	1422467610203043	129745
reductionTest.reduceBlock	KHdNyEdG	1422467610203393	137017
reductionTest.reduceBlock	KHdNyEdG	1422467610203751	115573
reductionTest.reduceBlock	KHdNyEdG	1422467610204087	130366
reductionTest.reduceBlock	KHdNyEdG	1422467610204447	116038
reductionTest.reduceBlock	KHdNyEdG	1422467610204783	129441
reductionTest.reduceBlock	KHdNyEdG	1422467610205135	128484
reductionTest.reduceBlock	KHdNyEdG	1422467610205486	116674
reductionTest.reduceBlock	KHdNyEdG	1422467610205824	116392
reductionTest.reduceBlock	KHdNyEdG	1422467610206163	129620
reductionTest.reduceBlock	KHdNyEdG	1422467610206512	116723
reductionTest.reduceBlock	KHdNyEdG	1422467610206863	115572
reductionTest.reduceBlock	KHdNyEdG	1422467610207199	130542
reductionTest.reduceBlock	KHdNyEdG	1422467610207566	128594
reductionTest.reduceBlock	KHdNyEdG	1422467610207915	115535
reductionTest.reduceBlock	KHdNyEdG	1422467610208267	116717
reductionTest.reduceBlock	KHdNyEdG	1422467610208616	129864
reductionTest.reduceBlock	KHdNyEdG	1422467610208969	116294
reductionTest.reduceBlock	KHdNyEdG	1422467610209307	115604
reductionTest.reduceBlock	KHdNyEdG	1422467610209645	131557
reductionTest.reduceBlock	KHdNyEdG	1422467610209997	137448
reductionTest.reduceBlock	KHdNyEdG	1422467610210370	127824
reductionTest.reduceBlock	KHdNyEdG	1422467610210720	116807
reductionTest.reduceBlock	KHdNyEdG	1422467610211058	115605
reductionTest.reduceBlock	KHdNyEdG	1422467610211397	116244
reductionTest.reduceBlock	KHdNyEdG	1422467610211735	115932
reductionTest.reduceBlock	KHdNyEdG	1422467610212074	115581
reductionTest.reduceBlock	KHdNyEdG	1422467610212424	122939
reductionTest.reduceBlock	KHdNyEdG	1422467610212768	129911
reductionTest.reduceBlock	KHdNyEdG	1422467610213120	130308
reductionTest.reduceBlock	KHdNyEdG	1422467610213473	116027
reductionTest.reduceBlock	KHdNyEdG	1422467610213811	129483
reductionTest.reduceBlock	KHdNyEdG	1422467610214164	116383
reductionTest.reduceBlock	KHdNyEdG	1422467610214500	116453
reductionTest.reduceBlock	KHdNyEdG	1422467610214852	117669
reductionTest.reduceBlock	KHdNyEdG	1422467610215191	115431
reductionTest.reduceBlock	KHdNyEdG	1422467610215541	117060
reductionTest.reduceBlock	KHdNyEdG	1422467610215892	116129
reductionTest.reduceBlock	KHdNyEdG	1422467610216230	115951
reductionTest.reduceBlock	KHdNyEdG	1422467610216573	115925
reductionTest.reduceBlock	KHdNyEdG	1422467610216921	115957
reductionTest.reduceBlock	KHdNyEdG	1422467610217267	138875
reductionTest.reduceBlock	KHdNyEdG	1422467610217629	116240
reductionTest.reduceBlock	KHdNyEdG	1422467610217967	130555
reductionTest.reduceBlock	KHdNyEdG	1422467610218320	115400
