time,count,p90,p99
1357712899000,442,0.000714,0.002288
1357712900000,443,0.001086,0.002818
1357712901000,457,0.000869,0.001927
1357712902000,332,0.000951,0.002580
1357712903000,554,0.000897,0.002291
1357712904000,560,0.000925,0.003440
1357712905000,981,0.000908,0.001936
1357712906000,388,0.000890,0.002415
1357712907000,479,0.000793,0.002074
1357712908000,684,0.000929,0.002833
1357712909000,571,0.000855,0.001985
1357712910000,375,0.000809,0.001726
1357712911000,386,0.000973,0.001890
1357712912000,505,0.000763,0.001984
1357712913000,560,0.000790,0.002960
1357712914000,563,0.000873,0.002619
1357712915000,532,0.000917,0.002027
1357712916000,511,0.000897,0.002211
1357712917000,639,0.000830,0.002781
1357712918000,437,0.000766,0.002028
1357712919000,589,0.001005,0.002510
1357712920000,479,0.000920,0.002103
1357712921000,712,0.000741,0.001910
1357712922000,731,0.000853,0.002608
1357712923000,617,0.000878,0.001820
1357712924000,347,0.000897,0.002064
1357712925000,483,0.000831,0.002022
1357712926000,844,0.000821,0.002112
1357712927000,507,0.000854,0.002022
1357712928000,557,0.000789,0.001738
1357712929000,463,0.000913,0.002498
1357712930000,800,0.000732,0.001975
1357712931000,486,0.000873,0.001770
1357712932000,741,0.000835,0.003219
1357712933000,575,0.000822,0.002123
1357712934000,446,0.000966,0.002478
1357712935000,553,0.000786,0.001690
1357712936000,589,0.000840,0.002217
1357712937000,698,0.000807,0.002171
1357712938000,421,0.000816,0.001985
1357712939000,433,0.000783,0.001939
1357712940000,525,0.000843,0.002347
1357712941000,535,0.000971,0.003848
1357712942000,1119,0.000890,0.002121
1357712943000,523,0.000718,0.002121
1357712944000,673,0.000878,0.007218
1357712945000,407,0.000856,0.002222
1357712946000,751,0.000866,0.002053
1357712947000,591,0.000809,0.001815
1357712948000,709,0.000774,0.002332
1357712949000,320,0.000917,0.001741
1357712950000,578,0.000864,0.002507
1357712951000,572,0.000925,0.002358
1357712952000,744,0.000848,0.002126
1357712953000,511,0.000765,0.001833
1357712954000,450,0.000784,0.003437
1357712955000,819,0.000738,0.002345
1357712956000,351,0.000861,0.001781
1357712957000,671,0.000763,0.001697
1357712958000,364,0.000807,0.002222
1357712959000,708,0.000862,0.001943
1357712960000,512,0.000869,0.002344
1357712961000,811,0.000840,0.001965
1357712962000,657,0.000765,0.001866
1357712963000,1015,0.000746,0.001872
1357712964000,457,0.001002,0.002173
1357712965000,643,0.001064,0.002483
1357712966000,611,0.000660,0.001731
1357712967000,570,0.000877,0.001983
1357712968000,711,0.000848,0.001997
1357712969000,873,0.000808,0.002028
1357712970000,446,0.000807,0.003177
1357712971000,569,0.000872,0.002061
1357712972000,706,0.000855,0.002341
1357712973000,578,0.000818,0.004816
1357712974000,484,0.000796,0.001687
1357712975000,598,0.000782,0.001861
1357712976000,749,0.000825,0.001840
1357712977000,671,0.000880,0.001858
1357712978000,617,0.000686,0.001817
1357712979000,603,0.000774,0.002086
1357712980000,621,0.000748,0.001859
1357712981000,492,0.000955,0.002392
1357712982000,693,0.000804,0.002158
1357712983000,701,0.000989,0.002601
1357712984000,458,0.000880,0.001822
1357712985000,557,0.000854,0.002111
1357712986000,586,0.000863,0.002449
1357712987000,766,0.000840,0.001699
1357712988000,768,0.000822,0.002490
1357712989000,501,0.000745,0.001827
1357712990000,582,0.000797,0.001705
1357712991000,835,0.000846,0.002051
1357712992000,516,0.000821,0.002669
1357712993000,500,0.000678,0.002285
1357712994000,597,0.001056,0.012524
1357712995000,489,0.001013,0.002837
1357712996000,504,0.000936,0.002630
1357712997000,460,0.000936,0.002414
1357712998000,390,0.000796,0.002793
1357712999000,690,0.000869,0.002195
1357713000000,584,0.000877,0.002064
1357713001000,525,0.000814,0.002074
1357713002000,625,0.000837,0.002157
1357713003000,497,0.000762,0.002168
1357713004000,739,0.000957,0.002787
1357713005000,538,0.001122,0.006738
1357713006000,723,0.001426,0.003066
1357713007000,1011,0.001350,0.002803
1357713008000,965,0.001596,0.006753
1357713009000,1234,0.002313,0.034424
1357713010000,378,0.127209,2.697209
1357713013000,4808,0.002808,0.020214
1357713014000,372,0.029216,0.670632
1357713015000,782,0.002754,1.989810
1357713017000,2434,0.003502,0.023027
1357713018000,413,0.264308,2.226848
1357713020000,1419,0.012024,0.049138
1357713021000,2359,0.012339,2.056743
1357713023000,43,0.037176,0.062566
1357713024000,1584,0.026648,0.677017
1357713025000,842,0.036646,2.093092
1357713027000,1176,0.032924,0.087839
1357713028000,1216,0.031984,0.649702
1357713029000,505,0.031536,2.008060
1357713031000,2446,0.030811,2.170405
1357713032000,2,2.172021,2.172021
1357713034000,1638,0.051935,0.239479
1357713035000,1603,0.034925,1.083082
1357713036000,1302,0.032953,0.089797
1357713037000,204,1.138627,1.154553
1357713038000,1765,0.039511,1.010627
1357713039000,792,0.033336,0.090782
1357713040000,262,1.494851,1.540895
1357713041000,1031,0.036253,0.108327
1357713042000,874,0.040633,0.952273
1357713043000,1829,0.032283,1.290070
1357713045000,1580,0.040952,1.354101
1357713046000,270,0.050736,0.114487
1357713047000,1471,0.054906,1.503816
1357713049000,2804,0.048498,0.121086
1357713050000,1538,0.073394,1.490888
1357713052000,1419,0.059275,0.120585
1357713053000,2846,0.038785,0.114075
1357713054000,333,1.863614,1.930832
1357713056000,2291,0.040374,0.101034
1357713057000,2601,0.013658,1.056532
1357713058000,2005,0.003655,0.037560
1357713059000,786,0.003554,0.794393
1357713060000,2496,0.016202,1.849350
1357713062000,1736,0.033231,0.088193
1357713063000,3357,0.046033,0.107214
1357713064000,4181,0.014387,0.105367
1357713066000,2714,0.033084,0.085742
1357713067000,1764,0.012591,0.726212
1357713068000,3244,0.045950,0.114482
1357713069000,548,0.059805,1.341474
1357713070000,1886,0.043408,0.109143
1357713071000,3242,0.041476,0.108428
1357713072000,3565,0.039066,0.108112
1357713073000,1956,0.045265,1.496680
1357713075000,4077,0.033549,0.088439
1357713076000,2293,0.049169,1.202398
1357713077000,351,0.054241,0.108603
1357713078000,3104,0.047163,0.108922
1357713079000,2320,0.048607,0.843592
1357713080000,1602,0.014664,0.069498
1357713081000,335,0.001331,2.172979
1357713082000,7,1.337146,1.578739
1357713083000,796,0.015181,0.034523
1357713084000,1407,0.001619,0.006171
1357713085000,290,0.001909,0.031379
1357713086000,365,0.001505,1.530671
1357713087000,605,0.006449,0.025335
1357713088000,1256,0.001115,0.003282
1357713089000,565,0.000995,0.002876
1357713090000,676,0.001021,0.002728
1357713091000,425,0.000912,0.003812
1357713092000,884,0.000903,0.002381
1357713093000,433,0.001074,0.005675
1357713094000,623,0.001088,0.046675
1357713095000,511,0.001240,0.004400
1357713096000,322,0.001258,0.011540
1357713097000,68,2.499133,3.149863
1357713098000,9,2.027930,2.126424
1357713100000,2157,0.004018,0.043542
1357713101000,530,0.001047,0.003213
1357713102000,384,0.001022,0.002513
1357713103000,520,0.001094,0.003092
1357713104000,200,0.001224,1.125466
1357713105000,681,0.005341,0.033378
1357713106000,698,0.001033,0.003982
1357713107000,311,0.001211,2.094933
1357713108000,17,1.746551,1.869664
1357713109000,358,0.026274,0.145463
1357713110000,1391,0.018727,0.176494
1357713111000,626,0.001064,0.003536
1357713112000,558,0.001362,0.003422
1357713113000,920,0.001015,0.002536
1357713114000,230,0.002193,1.475783
1357713115000,588,0.013138,0.059040
1357713116000,1112,0.001649,0.022979
1357713117000,560,0.000962,0.003547
1357713118000,269,0.116690,2.670158
1357713120000,16,0.046376,0.103848
1357713121000,2011,0.006459,0.032586
1357713122000,462,0.000946,0.004648
1357713123000,486,0.000902,0.002375
1357713124000,583,0.001000,0.002889
1357713125000,566,0.001106,0.003003
1357713126000,495,0.001046,0.002808
1357713127000,410,0.001110,0.002589
1357713128000,646,0.000970,0.002191
1357713129000,294,0.001052,0.008353
1357713130000,565,0.001141,0.029169
1357713131000,698,0.001076,0.003505
1357713132000,628,0.000841,0.003198
1357713133000,631,0.001111,0.004565
1357713134000,574,0.000955,0.002246
1357713135000,456,0.000824,0.002108
1357713136000,404,0.000840,0.002024
1357713137000,659,0.001049,0.003240
1357713138000,558,0.001007,0.003366
1357713139000,592,0.000940,0.002362
1357713140000,457,0.000756,0.002427
1357713141000,630,0.000851,0.002069
1357713142000,675,0.000912,0.003711
1357713143000,491,0.001191,0.003395
1357713144000,459,0.000826,0.004148
1357713145000,705,0.000940,0.001957
1357713146000,526,0.000798,0.002471
1357713147000,542,0.000878,0.002020
1357713148000,530,0.000879,0.001883
1357713149000,413,0.000869,0.002023
1357713150000,397,0.000940,0.002173
1357713151000,300,0.000874,0.001725
1357713152000,669,0.000911,0.001855
1357713153000,579,0.000884,0.001802
1357713154000,547,0.000820,0.002921
1357713155000,463,0.000804,0.002164
1357713156000,620,0.000910,0.003516
1357713157000,620,0.000830,0.001834
1357713158000,678,0.000869,0.002068
1357713159000,470,0.000950,0.002356
1357713160000,406,0.000872,0.001972
1357713161000,708,0.000856,0.001853
1357713162000,632,0.000904,0.001815
1357713163000,469,0.000830,0.001890
1357713164000,772,0.000784,0.002164
1357713165000,584,0.000808,0.001985
1357713166000,552,0.000917,0.001867
1357713167000,394,0.000748,0.001731
1357713168000,490,0.000868,0.002076
1357713169000,801,0.000923,0.001990
1357713170000,743,0.000941,0.002561
1357713171000,643,0.000826,0.002017
1357713172000,408,0.000786,0.001820
1357713173000,660,0.000894,0.002486
1357713174000,671,0.000775,0.002177
1357713175000,430,0.000942,0.001981
1357713176000,675,0.000843,0.002227
1357713177000,566,0.000833,0.002163
1357713178000,677,0.000849,0.002071
1357713179000,572,0.000750,0.001765
1357713180000,434,0.000845,0.001902
1357713181000,569,0.000780,0.002183
1357713182000,476,0.000807,0.001784
1357713183000,602,0.001020,0.003717
1357713184000,598,0.000737,0.001961
1357713185000,574,0.000926,0.002180
1357713186000,479,0.000801,0.001870
1357713187000,755,0.000747,0.001746
1357713188000,364,0.000904,0.002194
1357713189000,325,0.000806,0.002046
1357713190000,484,0.000866,0.002155
1357713191000,783,0.000715,0.001803
1357713192000,580,0.000823,0.001919
1357713193000,362,0.000784,0.001898
1357713194000,443,0.000756,0.002090
1357713195000,440,0.000910,0.002094
1357713196000,500,0.000871,0.001949
1357713197000,734,0.000879,0.003212
1357713198000,622,0.000856,0.002154
1357713199000,614,0.000759,0.002217
1357713200000,613,0.000942,0.002388
1357713201000,435,0.000890,0.002881
1357713202000,475,0.000885,0.002196
1357713203000,629,0.000997,0.003916
1357713204000,654,0.000854,0.002848
1357713205000,467,0.000769,0.001457
1357713206000,542,0.000731,0.002253
1357713207000,363,0.000988,0.002480
1357713208000,383,0.000729,0.001606
1357713209000,687,0.000763,0.002029
1357713210000,613,0.000941,0.003107
1357713211000,539,0.000870,0.002304
1357713212000,491,0.000895,0.002303
1357713213000,487,0.000897,0.001959
1357713214000,521,0.000706,0.002299
1357713215000,640,0.000947,0.002338
1357713216000,627,0.000789,0.001943
1357713217000,565,0.000814,0.002056
1357713218000,542,0.000851,0.002081
1357713219000,706,0.000969,0.003088
1357713220000,656,0.000975,0.002623
1357713221000,516,0.000925,0.002479
1357713222000,450,0.000737,0.002024
1357713223000,767,0.001056,0.002972
1357713224000,555,0.000871,0.002035
1357713225000,518,0.001079,0.107828
1357713226000,626,0.000795,0.001864
1357713227000,581,0.000823,0.002272
1357713228000,551,0.000867,0.003114
1357713229000,586,0.000736,0.001793
1357713230000,589,0.000920,0.003392
1357713231000,508,0.000889,0.002023
1357713232000,660,0.000767,0.002035
1357713233000,550,0.000901,0.002320
1357713234000,713,0.001025,0.002694
1357713235000,288,0.000783,0.001550
1357713236000,618,0.000953,0.002161
1357713237000,573,0.001161,0.005128
1357713238000,637,0.000922,0.001981
1357713239000,792,0.000761,0.002528
1357713240000,647,0.000824,0.002229
1357713241000,592,0.000948,0.003263
1357713242000,638,0.000919,0.001854
1357713243000,470,0.000888,0.002510
1357713244000,819,0.000804,0.002840
1357713245000,643,0.000854,0.002225
1357713246000,502,0.000832,0.002281
1357713247000,551,0.000786,0.004395
1357713248000,655,0.000899,0.002435
1357713249000,586,0.000820,0.002064
1357713250000,560,0.000892,0.001703
1357713251000,619,0.000800,0.001552
1357713252000,613,0.000891,0.002432
1357713253000,528,0.000824,0.001766
1357713254000,516,0.000856,0.002127
1357713255000,511,0.000729,0.001882
1357713256000,736,0.000860,0.001926
1357713257000,417,0.000754,0.002351
1357713258000,661,0.000905,0.002780
1357713259000,924,0.000899,0.002557
1357713260000,661,0.000773,0.001940
1357713261000,562,0.000885,0.001905
1357713262000,643,0.000849,0.002012
1357713263000,592,0.000802,0.002013
1357713264000,580,0.000817,0.002067
1357713265000,564,0.000740,0.001774
1357713266000,856,0.000820,0.002113
1357713267000,551,0.000901,0.002771
1357713268000,610,0.000827,0.001714
1357713269000,830,0.000817,0.001996
1357713270000,605,0.000830,0.001827
1357713271000,539,0.000912,0.003447
1357713272000,641,0.000807,0.001881
1357713273000,358,0.000911,0.002446
1357713274000,709,0.000899,0.003358
1357713275000,514,0.000778,0.001734
1357713276000,418,0.000945,0.002909
1357713277000,816,0.000889,0.002021
1357713278000,535,0.000794,0.002104
1357713279000,537,0.000876,0.002180
1357713280000,433,0.000925,0.001654
1357713281000,679,0.000979,0.002321
1357713282000,508,0.000806,0.001803
1357713283000,534,0.000813,0.001978
1357713284000,603,0.000853,0.001848
1357713285000,593,0.000893,0.003188
1357713286000,887,0.000854,0.002049
1357713287000,817,0.000846,0.002591
1357713288000,698,0.000754,0.002007
1357713289000,588,0.000870,0.001922
1357713290000,634,0.000931,0.001837
1357713291000,786,0.000846,0.002176
1357713292000,567,0.000927,0.001939
1357713293000,525,0.000825,0.002704
1357713294000,711,0.000745,0.001843
1357713295000,850,0.000842,0.002001
1357713296000,639,0.001051,0.004245
1357713297000,715,0.000985,0.002037
1357713298000,794,0.000836,0.001908
1357713299000,792,0.000841,0.002237
1357713300000,666,0.001034,0.005345
1357713301000,505,0.000962,0.002012
1357713302000,392,0.000854,0.002066
1357713303000,623,0.000847,0.003182
1357713304000,814,0.000830,0.002581
1357713305000,558,0.000927,0.002239
1357713306000,656,0.000756,0.001866
1357713307000,492,0.000750,0.001929
1357713308000,505,0.000996,0.001775
1357713309000,520,0.000850,0.002090
1357713310000,484,0.000858,0.002066
1357713311000,752,0.000824,0.001862
1357713312000,693,0.001059,0.003878
1357713313000,479,0.000906,0.002068
1357713314000,333,0.000829,0.001718
1357713315000,586,0.000852,0.002246
1357713316000,540,0.000847,0.002268
1357713317000,384,0.000847,0.002479
1357713318000,524,0.000861,0.002787
1357713319000,532,0.000837,0.002186
1357713320000,729,0.000746,0.001930
1357713321000,730,0.000931,0.003421
1357713322000,665,0.000983,0.002800
1357713323000,492,0.000795,0.002135
1357713324000,670,0.000771,0.002201
1357713325000,354,0.000825,0.002480
1357713326000,694,0.000953,0.002649
1357713327000,692,0.000943,0.002282
1357713328000,493,0.000775,0.002247
1357713329000,511,0.000871,0.002199
1357713330000,760,0.000839,0.002135
1357713331000,639,0.000729,0.002195
1357713332000,652,0.000896,0.001911
1357713333000,661,0.000840,0.002427
1357713334000,649,0.001061,0.003565
1357713335000,601,0.000771,0.002655
1357713336000,638,0.000843,0.002307
1357713337000,686,0.000860,0.002103
1357713338000,584,0.000690,0.001583
1357713339000,258,0.000836,0.001807
1357713340000,662,0.000907,0.003546
1357713341000,818,0.000787,0.002188
1357713342000,920,0.000814,0.002142
1357713343000,764,0.000770,0.001927
1357713344000,589,0.000944,0.002642
1357713345000,545,0.000928,0.001973
1357713346000,576,0.000800,0.003808
1357713347000,358,0.000825,0.002299
1357713348000,647,0.000881,0.002034
1357713349000,617,0.000813,0.001883
1357713350000,464,0.000835,0.002083
1357713351000,533,0.000761,0.001918
1357713352000,480,0.000916,0.002312
1357713353000,433,0.000892,0.001914
1357713354000,529,0.000795,0.001665
1357713355000,724,0.000810,0.002092
1357713356000,511,0.000864,0.001818
1357713357000,570,0.000874,0.003067
